timestamp,bch_supply,bch_usd,bch_vol,btc_supply,btc_usd,btc_vol,eth_supply,eth_usd,eth_vol
1537311477.138,17355663.0,436.781839427,336584130.525059,17275050.0,6373.9918572,4164482167.77029,102042652.0,211.239269055,1830238908.01039
1537311537.138,17355700.0,436.732911767,336259764.645754,17275050.0,6372.13528998,4161611657.83039,102042652.0,211.118005821,1830921106.86023
1537311597.138,17355700.0,436.732911767,336259764.645754,17275050.0,6372.13528998,4161611657.83039,102042652.0,211.118005821,1830921106.86023
1537311657.138,17355700.0,436.732911767,336259764.645754,17275050.0,6372.13528998,4161611657.83039,102042652.0,211.118005821,1830921106.86023
1537311717.138,17355700.0,436.99853377,336117231.402038,17275050.0,6371.90900126,4171776758.13007,102042896.0,211.181394879,1829237238.13311
1537311777.138,17355700.0,436.99853377,336117231.402038,17275050.0,6371.90900126,4171776758.13007,102042896.0,211.181394879,1829237238.13311
1537311837.138,17355700.0,436.99853377,336117231.402038,17275050.0,6371.90900126,4171776758.13007,102042896.0,211.181394879,1829237238.13311
1537311897.138,17355700.0,436.910072489,335919090.252938,17275050.0,6376.24128707,4163524178.9833,102042896.0,211.291761638,1821811798.23611
1537311957.138,17355700.0,436.910072489,335919090.252938,17275050.0,6376.24128707,4163524178.9833,102042896.0,211.291761638,1821811798.23611
1537312017.138,17355700.0,436.910072489,335919090.252938,17275050.0,6376.24128707,4163524178.9833,102042896.0,211.291761638,1821811798.23611
1537312077.138,17355700.0,436.523674466,335302723.988781,17275050.0,6377.0856544,4163188981.11742,102042896.0,211.217713995,1819933013.74097
1537312137.138,17355700.0,436.523674466,335302723.988781,17275050.0,6377.0856544,4163188981.11742,102042896.0,211.217713995,1819933013.74097
1537312197.138,17355700.0,436.523674466,335302723.988781,17275050.0,6377.0856544,4163188981.11742,102042896.0,211.217713995,1819933013.74097
1537312257.138,17355700.0,436.346620995,335295134.837644,17275050.0,6372.47621738,4161142159.09434,102042896.0,210.632837789,1816469673.76796
1537312317.138,17355700.0,436.346620995,335295134.837644,17275050.0,6372.47621738,4161142159.09434,102042896.0,210.632837789,1816469673.76796
1537312377.138,17355700.0,436.346620995,335295134.837644,17275050.0,6372.47621738,4161142159.09434,102042896.0,210.632837789,1816469673.76796
1537312437.138,17355700.0,435.402240291,334563289.423136,17275050.0,6379.13490879,4158078002.54297,102042896.0,210.565050701,1815748363.79502
1537312497.138,17355700.0,435.402240291,334563289.423136,17275050.0,6379.13490879,4158078002.54297,102042896.0,210.565050701,1815748363.79502
1537312557.138,17355700.0,435.402240291,334563289.423136,17275050.0,6379.13490879,4158078002.54297,102042896.0,210.565050701,1815748363.79502
1537312617.138,17355700.0,435.339377458,334358625.325883,17275050.0,6373.33230406,4155138989.77155,102042896.0,210.411251479,1814449890.38267
1537312677.138,17355700.0,435.339377458,334358625.325883,17275050.0,6373.33230406,4155138989.77155,102042896.0,210.411251479,1814449890.38267
1537312737.138,17355700.0,435.339377458,334358625.325883,17275050.0,6373.33230406,4155138989.77155,102042896.0,210.411251479,1814449890.38267
1537312797.138,17355725.0,434.989075868,333821074.975905,17275050.0,6367.76792806,4156177078.88577,102043211.0,210.304662264,1810537268.48626
1537312857.138,17355725.0,434.989075868,333821074.975905,17275050.0,6367.76792806,4156177078.88577,102043211.0,210.304662264,1810537268.48626
1537312917.138,17355725.0,434.989075868,333821074.975905,17275050.0,6367.76792806,4156177078.88577,102043211.0,210.304662264,1810537268.48626
1537312977.138,17355725.0,434.864189428,333580162.588233,17275062.0,6367.80578373,4159155284.13521,102043211.0,210.099879815,1808948140.94625
1537313037.138,17355725.0,434.864189428,333580162.588233,17275062.0,6367.80578373,4159155284.13521,102043211.0,210.099879815,1808948140.94625
1537313097.138,17355725.0,434.864189428,333580162.588233,17275062.0,6367.80578373,4159155284.13521,102043211.0,210.099879815,1808948140.94625
1537313157.138,17355725.0,435.237981788,333708537.878944,17275062.0,6367.06805643,4162464507.98958,102043211.0,210.238896405,1810061655.16034
1537313217.138,17355725.0,435.237981788,333708537.878944,17275062.0,6367.06805643,4162464507.98958,102043211.0,210.238896405,1810061655.16034
1537313277.138,17355725.0,435.237981788,333708537.878944,17275062.0,6367.06805643,4162464507.98958,102043211.0,210.238896405,1810061655.16034
1537313337.138,17355725.0,434.969798915,333574447.093435,17275062.0,6366.83688602,4161026285.68454,102043211.0,210.397818201,1811789290.81191
1537313397.138,17355725.0,434.969798915,333574447.093435,17275062.0,6366.83688602,4161026285.68454,102043211.0,210.397818201,1811789290.81191
1537313457.138,17355725.0,434.969798915,333574447.093435,17275062.0,6366.83688602,4161026285.68454,102043211.0,210.397818201,1811789290.81191
1537313517.138,17355725.0,436.599548282,334704429.98188,17275062.0,6366.83921725,4159810260.67305,102043211.0,210.628623612,1812034038.18073
1537313577.138,17355725.0,436.599548282,334704429.98188,17275062.0,6366.83921725,4159810260.67305,102043211.0,210.628623612,1812034038.18073
1537313637.138,17355725.0,436.599548282,334704429.98188,17275062.0,6366.83921725,4159810260.67305,102043211.0,210.628623612,1812034038.18073
1537313697.138,17355725.0,436.017299216,334233502.718258,17275062.0,6362.5072327,4153407119.3448,102043211.0,210.377208288,1810674090.40341
1537313757.138,17355725.0,436.017299216,334233502.718258,17275062.0,6362.5072327,4153407119.3448,102043211.0,210.377208288,1810674090.40341
1537313817.138,17355725.0,436.017299216,334233502.718258,17275062.0,6362.5072327,4153407119.3448,102043211.0,210.377208288,1810674090.40341
1537313877.138,17355725.0,435.658568641,334096883.951399,17275062.0,6365.46940607,4167230568.57875,102043211.0,210.32833216,1810436386.83328
1537313937.138,17355725.0,435.658568641,334096883.951399,17275062.0,6365.46940607,4167230568.57875,102043211.0,210.32833216,1810436386.83328
1537313997.138,17355725.0,435.658568641,334096883.951399,17275062.0,6365.46940607,4167230568.57875,102043211.0,210.32833216,1810436386.83328
1537314057.138,17355750.0,436.255082381,334387271.721012,17275075.0,6367.00560081,4169120119.43291,102043497.0,210.297633468,1809476538.38521
1537314117.138,17355750.0,436.255082381,334387271.721012,17275075.0,6367.00560081,4169120119.43291,102043497.0,210.297633468,1809476538.38521
1537314177.138,17355750.0,436.255082381,334387271.721012,17275075.0,6367.00560081,4169120119.43291,102043497.0,210.297633468,1809476538.38521
1537314237.138,17355750.0,436.776786618,334456006.295927,17275075.0,6367.15021603,4173303355.39968,102043497.0,210.333883161,1808185826.32407
1537314297.138,17355750.0,436.776786618,334456006.295927,17275075.0,6367.15021603,4173303355.39968,102043497.0,210.333883161,1808185826.32407
1537314357.138,17355750.0,436.776786618,334456006.295927,17275075.0,6367.15021603,4173303355.39968,102043497.0,210.333883161,1808185826.32407
1537314417.138,17355750.0,436.816479377,333610647.029047,17275075.0,6367.16120369,4171851772.09321,102043497.0,210.432652861,1807688062.02083
1537314477.138,17355750.0,436.816479377,333610647.029047,17275075.0,6367.16120369,4171851772.09321,102043497.0,210.432652861,1807688062.02083
1537314537.138,17355750.0,436.816479377,333610647.029047,17275075.0,6367.16120369,4171851772.09321,102043497.0,210.432652861,1807688062.02083
1537314597.138,17355750.0,436.868839794,333275449.816138,17275075.0,6368.20195774,4171373772.37511,102043497.0,210.356554753,1804971220.49186
1537314657.138,17355750.0,436.868839794,333275449.816138,17275075.0,6368.20195774,4171373772.37511,102043497.0,210.356554753,1804971220.49186
1537314717.138,17355750.0,436.868839794,333275449.816138,17275075.0,6368.20195774,4171373772.37511,102043497.0,210.356554753,1804971220.49186
1537314777.138,17355750.0,435.791461608,332406917.314467,17275075.0,6369.18019366,4169298217.621,102043497.0,210.177622913,1803223439.77187
1537314837.138,17355750.0,435.791461608,332406917.314467,17275075.0,6369.18019366,4169298217.621,102043497.0,210.177622913,1803223439.77187
1537314897.138,17355750.0,435.791461608,332406917.314467,17275075.0,6369.18019366,4169298217.621,102043497.0,210.177622913,1803223439.77187
1537314957.138,17355750.0,436.389504575,332731474.597444,17275075.0,6368.32740559,4172001251.31354,102043497.0,210.34838933,1804445406.4143
1537315017.138,17355750.0,436.389504575,332731474.597444,17275075.0,6368.32740559,4172001251.31354,102043497.0,210.34838933,1804445406.4143
1537315077.138,17355750.0,436.389504575,332731474.597444,17275075.0,6368.32740559,4172001251.31354,102043497.0,210.34838933,1804445406.4143
1537315137.138,17355800.0,436.475708975,332663459.782387,17275075.0,6366.25613914,4178244395.2026,102043497.0,210.307500486,1803673275.16702
1537315197.138,17355800.0,436.475708975,332663459.782387,17275075.0,6366.25613914,4178244395.2026,102043497.0,210.307500486,1803673275.16702
1537315257.138,17355800.0,436.475708975,332663459.782387,17275075.0,6366.25613914,4178244395.2026,102043497.0,210.307500486,1803673275.16702
1537315317.138,17355800.0,435.072976068,332059691.574013,17275075.0,6372.73927994,4182144018.44056,102043711.0,209.468295606,1798263265.20839
1537315377.138,17355800.0,435.072976068,332059691.574013,17275075.0,6372.73927994,4182144018.44056,102043711.0,209.468295606,1798263265.20839
1537315437.138,17355800.0,435.072976068,332059691.574013,17275075.0,6372.73927994,4182144018.44056,102043711.0,209.468295606,1798263265.20839
1537315497.138,17355800.0,433.591752872,330985433.081092,17275075.0,6366.7308424,4181418973.84388,102043711.0,209.340142756,1795443107.03439
1537315557.138,17355800.0,433.591752872,330985433.081092,17275075.0,6366.7308424,4181418973.84388,102043711.0,209.340142756,1795443107.03439
1537315617.138,17355800.0,433.591752872,330985433.081092,17275075.0,6366.7308424,4181418973.84388,102043711.0,209.340142756,1795443107.03439
